"main_category","country","days_funding","year_launched","month_launched","usd_goal","funded"
"Film & Video","United States",30,"2014","March",3000,"no"
"Design","United States",30,"2015","October",35000,"no"
"Crafts","United Kingdom",30,"2016","March",2512,"yes"
"Theater","United Kingdom",21,"2016","April",2791,"yes"
"Film & Video","United States",30,"2010","October",1000,"yes"
"Music","United States",30,"2016","February",10000,"no"
"Film & Video","United States",28,"2013","June",3000,"no"
"Games","United Kingdom",30,"2017","April",4187,"no"
"Technology","France",60,"2015","July",8431,"no"
"Photography","Netherlands",31,"2017","August",1833,"yes"
"Food","United States",56,"2016","April",35000,"no"
"Theater","United States",30,"2011","October",16500,"yes"
"Art","United States",30,"2012","May",3000,"yes"
"Design","United Kingdom",47,"2017","March",3978,"no"
"Theater","United States",40,"2017","July",7500,"no"
"Games","Sweden",25,"2016","May",5640,"yes"
"Dance","United States",27,"2015","February",5000,"no"
"Film & Video","France",31,"2016","December",1833,"yes"
"Comics","United Kingdom",30,"2013","January",1256,"no"
"Film & Video","United States",10,"2012","February",50000,"no"
"Art","United States",22,"2013","April",1000,"yes"
"Design","Italy",39,"2016","April",24438,"no"
"Film & Video","United States",30,"2015","September",1000,"no"
"Design","United States",45,"2012","March",20000,"no"
"Photography","Canada",34,"2014","February",3507,"no"
"Design","Germany",31,"2017","July",36657,"yes"
"Film & Video","United States",51,"2010","October",3000,"yes"
"Fashion","Canada",31,"2017","September",3117,"yes"
"Publishing","United Kingdom",32,"2013","May",17446,"no"
"Film & Video","United States",30,"2014","September",45000,"yes"
"Technology","United Kingdom",60,"2014","June",13956,"no"
"Music","United States",30,"2016","November",3500,"no"
"Photography","Canada",38,"2016","March",3896,"yes"
"Games","United Kingdom",18,"2015","July",34891,"yes"
"Technology","Sweden",30,"2017","March",29372,"no"
"Games","Canada",30,"2017","May",5455,"yes"
"Film & Video","United Kingdom",30,"2013","November",4187,"no"
"Publishing","United Kingdom",30,"2014","July",3489,"no"
"Journalism","Mexico",45,"2017","July",1589,"no"
"Crafts","Australia",16,"2014","November",2281,"no"
"Music","Canada",30,"2017","March",7792,"no"
"Food","United States",30,"2012","May",10000,"no"
"Film & Video","United States",21,"2013","April",10000,"yes"
"Art","United States",30,"2013","June",18000,"yes"
"Film & Video","United States",28,"2011","April",10000,"yes"
"Photography","United States",24,"2013","May",7000,"no"
"Film & Video","United Kingdom",30,"2014","June",34472,"no"
"Technology","Norway",60,"2014","November",7599,"no"
"Art","United States",17,"2014","August",5000,"no"
"Technology","Australia",30,"2014","March",15208,"no"
"Fashion","Spain",45,"2016","September",13441,"no"
"Fashion","United States",28,"2016","July",10000,"no"
"Fashion","United States",30,"2017","January",5000,"no"
"Publishing","United States",42,"2015","November",12000,"yes"
"Art","United States",21,"2012","September",2000,"yes"
"Film & Video","United States",10,"2014","April",10000,"no"
"Games","Netherlands",30,"2017","April",18329,"yes"
"Technology","United States",30,"2011","August",7200,"yes"
"Publishing","Canada",20,"2015","September",14026,"no"
"Music","United States",30,"2013","September",5000,"no"
"Film & Video","Canada",32,"2016","March",1948,"yes"
"Music","United States",35,"2011","September",2500,"yes"
"Music","Canada",31,"2017","July",7792,"no"
"Music","United Kingdom",30,"2016","February",10467,"no"
"Film & Video","United States",30,"2012","June",3000,"yes"
"Film & Video","United Kingdom",30,"2014","March",34891,"no"
"Film & Video","United States",30,"2014","November",25000,"yes"
"Fashion","Germany",30,"2015","October",2444,"no"
"Fashion","United States",30,"2014","July",25000,"yes"
"Music","United States",30,"2010","August",10000,"yes"
"Music","United Kingdom",30,"2013","May",2652,"yes"
"Music","United States",30,"2015","January",2000,"no"
"Food","Italy",30,"2016","May",36657,"no"
"Publishing","United States",38,"2011","June",6000,"no"
"Design","Australia",45,"2016","March",1141,"no"
"Music","Netherlands",30,"2015","December",18329,"no"
"Comics","United States",30,"2016","April",5000,"yes"
"Film & Video","United States",35,"2012","June",3000,"no"
"Theater","Canada",30,"2016","January",1169,"yes"
"Art","United States",45,"2012","November",24000,"no"
"Film & Video","United Kingdom",12,"2015","June",14305,"no"
"Games","United States",31,"2012","September",5500,"yes"
"Music","United States",20,"2015","May",3000,"no"
"Film & Video","United Kingdom",35,"2014","October",4187,"no"
"Games","United States",30,"2013","March",30000,"no"
"Publishing","United States",32,"2015","January",2500,"yes"
"Games","United States",29,"2017","February",35000,"yes"
"Design","United States",30,"2015","November",8888,"no"
"Publishing","Australia",30,"2017","May",5133,"no"
"Film & Video","United States",25,"2014","August",7500,"yes"
"Crafts","Italy",18,"2017","February",30548,"no"
"Music","United States",30,"2017","May",10000,"no"
"Film & Video","United Kingdom",60,"2017","July",1396,"no"
"Food","United States",30,"2013","January",14000,"no"
"Publishing","Italy",59,"2015","July",2444,"yes"
"Food","Australia",50,"2015","January",2281,"no"
"Film & Video","United States",30,"2011","June",7500,"no"
"Film & Video","United States",30,"2015","March",25000,"no"
"Music","France",50,"2015","November",30548,"no"
"Publishing","United States",14,"2012","May",2500,"no"
"Film & Video","United States",30,"2013","November",2500,"no"
"Film & Video","United States",30,"2013","November",25000,"yes"
"Games","Australia",30,"2016","June",1901,"yes"
"Music","United States",34,"2017","March",12000,"no"
"Games","Netherlands",30,"2015","December",12219,"no"
"Design","Canada",20,"2014","July",3896,"yes"
"Journalism","Switzerland",60,"2016","March",10169,"no"
"Art","United States",18,"2012","June",4500,"no"
"Technology","United Kingdom",30,"2017","October",41869,"yes"
"Journalism","United States",38,"2016","August",2200,"no"
"Food","United States",30,"2014","August",19000,"no"
"Photography","United States",30,"2014","June",1500,"no"
"Publishing","United Kingdom",40,"2015","April",18143,"no"
"Technology","Canada",30,"2016","August",7792,"no"
"Film & Video","United States",36,"2010","August",2700,"yes"
"Design","Germany",35,"2016","February",2444,"yes"
"Fashion","United States",60,"2013","November",12000,"no"
"Film & Video","United States",37,"2015","January",10000,"no"
"Games","United Kingdom",30,"2016","October",6978,"no"
"Food","United States",30,"2013","February",7500,"yes"
"Journalism","Australia",60,"2017","February",7604,"no"
"Games","United States",30,"2014","September",12000,"yes"
"Fashion","Germany",30,"2015","July",9775,"no"
"Design","United Kingdom",32,"2014","December",20935,"yes"
"Comics","Australia",30,"2017","July",2281,"yes"
"Games","Germany",45,"2016","September",12219,"no"
"Food","United States",30,"2015","September",15000,"no"
"Comics","Canada",58,"2015","June",1558,"no"
"Film & Video","United States",30,"2016","March",1500,"yes"
"Food","United States",30,"2017","March",2200,"yes"
"Art","United Kingdom",30,"2016","October",4187,"yes"
"Film & Video","United States",60,"2011","July",44000,"no"
"Film & Video","United States",45,"2017","October",2500,"yes"
"Design","Canada",45,"2017","August",7013,"no"
"Games","Canada",30,"2014","August",7792,"no"
"Art","United States",30,"2015","April",1500,"no"
"Games","Ireland",30,"2017","March",3055,"no"
"Food","Australia",60,"2014","June",22811,"no"
"Food","United States",30,"2013","May",35000,"no"
"Publishing","New Zealand",14,"2017","March",17798,"no"
"Food","United States",30,"2016","October",50000,"no"
"Music","United States",29,"2013","December",10000,"yes"
"Music","United States",22,"2017","November",4800,"no"
"Technology","Netherlands",30,"2016","April",42767,"no"
"Music","Belgium",20,"2015","December",1222,"no"
"Publishing","United Kingdom",30,"2017","October",5583,"no"
"Music","United States",59,"2011","May",15963,"no"
"Music","Mexico",33,"2017","July",2649,"no"
"Music","United States",38,"2014","August",3999,"yes"
"Design","United States",40,"2013","October",5000,"yes"
"Design","United States",30,"2012","November",45000,"no"
"Art","Canada",12,"2014","September",1948,"no"
"Games","Canada",30,"2015","November",27273,"no"
"Games","Australia",30,"2015","May",22811,"yes"
"Film & Video","United Kingdom",31,"2013","May",8374,"yes"
"Music","United States",40,"2012","May",2500,"no"
"Film & Video","United States",30,"2014","August",1500,"no"
"Games","Switzerland",30,"2016","November",38829,"no"
"Film & Video","United States",29,"2010","July",1500,"no"
"Art","United Kingdom",30,"2016","June",2093,"yes"
"Art","United States",41,"2012","August",13000,"yes"
"Film & Video","United States",30,"2014","March",5000,"yes"
"Art","Canada",60,"2014","December",2727,"yes"
"Design","Canada",60,"2015","May",3896,"yes"
"Music","United States",30,"2012","April",3000,"yes"
"Food","United States",45,"2013","May",1200,"yes"
"Art","Norway",45,"2015","March",2533,"yes"
"Games","United States",30,"2016","April",5000,"no"
"Publishing","United Kingdom",30,"2015","June",4187,"no"
"Food","United Kingdom",30,"2015","August",4187,"yes"
"Publishing","Canada",33,"2016","October",3896,"yes"
"Design","Spain",40,"2015","November",18329,"yes"
"Technology","United States",30,"2015","February",1000,"no"
"Film & Video","United States",40,"2013","July",48500,"yes"
"Fashion","United Kingdom",30,"2015","February",8995,"no"
"Theater","United States",30,"2011","May",4500,"yes"
"Games","United States",30,"2013","May",9000,"no"
"Design","United States",30,"2012","October",5000,"yes"
"Art","United States",20,"2017","May",1000,"yes"
"Publishing","United States",30,"2013","September",12000,"yes"
"Technology","Germany",60,"2015","December",6110,"yes"
"Film & Video","United Kingdom",30,"2014","September",2093,"yes"
"Music","United States",30,"2012","September",2000,"yes"
"Film & Video","United States",30,"2011","July",5000,"no"
"Food","United Kingdom",35,"2017","November",6978,"no"
"Design","Hong Kong SAR China",30,"2017","July",12746,"yes"
"Food","Norway",30,"2014","November",5066,"no"
"Music","United States",35,"2013","January",15000,"no"
"Crafts","Canada",44,"2015","June",1169,"yes"
"Crafts","Hong Kong SAR China",30,"2017","December",12746,"yes"
"Art","United States",30,"2017","January",5000,"no"
"Games","United States",30,"2015","May",15000,"no"
"Games","United States",22,"2014","March",18500,"no"
"Food","United Kingdom",35,"2017","November",6280,"no"
"Technology","United States",14,"2015","February",2500,"yes"
"Art","United Kingdom",30,"2014","July",1256,"no"
"Music","United States",30,"2013","February",3500,"yes"
"Games","Netherlands",20,"2014","May",1833,"no"
"Comics","Canada",60,"2015","February",4675,"no"
"Fashion","Germany",28,"2016","March",30548,"no"
"Design","Australia",60,"2017","April",11406,"yes"
"Film & Video","United States",30,"2011","February",5000,"yes"
"Publishing","United Kingdom",30,"2014","February",1117,"no"
"Theater","United States",30,"2014","August",2500,"yes"
"Games","United States",41,"2017","August",20000,"yes"
"Food","United States",30,"2015","February",50000,"no"
"Publishing","United Kingdom",30,"2013","March",1117,"no"
"Games","United States",30,"2017","May",2500,"no"
"Fashion","United Kingdom",29,"2014","December",1814,"no"
"Film & Video","United States",30,"2010","October",10000,"yes"
"Technology","United Kingdom",40,"2017","March",21431,"no"
"Games","United Kingdom",20,"2013","December",4187,"no"
"Food","Italy",60,"2015","July",24438,"no"
"Publishing","United States",30,"2016","May",6000,"yes"
"Music","United States",31,"2012","October",5000,"no"
"Music","Canada",21,"2017","October",1558,"yes"
"Food","United Kingdom",40,"2015","February",13956,"no"
"Music","United Kingdom",30,"2013","November",2512,"yes"
"Music","United Kingdom",53,"2017","January",8723,"no"
"Film & Video","United States",30,"2011","September",25000,"no"
"Crafts","Germany",60,"2015","November",10997,"no"
"Design","United States",37,"2016","September",5000,"no"
"Publishing","United Kingdom",30,"2013","October",5583,"yes"
"Food","United States",20,"2013","September",10000,"no"
"Food","United States",60,"2011","September",20000,"no"
"Music","Norway",30,"2016","May",2280,"yes"
"Art","Italy",30,"2015","September",3666,"no"
"Art","United States",45,"2011","April",2600,"yes"
"Food","United States",34,"2013","January",16000,"yes"
"Technology","France",30,"2016","October",2444,"no"
"Technology","United Kingdom",30,"2017","June",1396,"no"
"Food","United Kingdom",30,"2016","March",2791,"no"
"Publishing","United Kingdom",34,"2017","August",6978,"no"
"Theater","United Kingdom",30,"2014","December",2791,"yes"
"Design","United States",57,"2014","November",30000,"yes"
"Design","United Kingdom",30,"2015","November",20935,"yes"
"Music","United Kingdom",17,"2014","January",1745,"yes"
"Theater","United Kingdom",60,"2014","September",4396,"no"
"Music","United States",31,"2011","February",4450,"yes"
"Food","United States",45,"2013","January",20000,"yes"
"Photography","United States",32,"2013","April",3000,"no"
"Crafts","United Kingdom",24,"2016","August",1047,"no"
"Art","Germany",30,"2017","October",4888,"no"
"Film & Video","United States",60,"2011","April",1750,"no"
"Games","United States",30,"2016","August",5000,"yes"
"Film & Video","United Kingdom",30,"2017","March",1396,"yes"
"Publishing","United States",41,"2013","June",6000,"no"
"Food","United States",30,"2015","February",25000,"yes"
"Theater","Canada",50,"2016","November",6624,"yes"
"Publishing","United Kingdom",31,"2016","March",27913,"no"
"Publishing","United States",28,"2013","March",10000,"no"
"Games","United Kingdom",31,"2013","October",3140,"yes"
"Games","Canada",32,"2015","January",2338,"yes"
"Technology","United States",60,"2014","April",45000,"yes"
"Film & Video","United States",30,"2013","July",30000,"yes"
"Fashion","United States",30,"2012","March",2700,"no"
"Comics","United States",60,"2012","April",2500,"no"
"Games","United States",30,"2013","August",10000,"yes"
